INPUT:id	INPUT:url	INPUT:name	INPUT:text	INPUT:title	OUTPUT:no_per	OUTPUT:result	GOLDEN:no_per	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ACCEPT:verdict	ACCEPT:comment
11	https://azbyka.ru/fiction/sobache-serdce-bulgakov/	Пес Шарик	Какой-то сволочной, под сибирского деланный кот-бродяга вынырнул из-за водосточной трубы и, несмотря на вьюгу, учуял краковскую. Шарик света не взвидел при мысли, что богатый чудак, подбирающий раненых псов в подворотне, чего доброго и этого вора прихватит с собой, и придётся делиться моссельпромовским изделием. Поэтому на кота он так лязгнул зубами, что тот с шипением, похожим на шипение дырявого шланга, забрался по трубе до второго этажа. – Ф‑р-р‑р… га…у! Вон! Не напасёшься моссельпрома на всякую рвань, шляющуюся по Пречистенке. Господин оценил преданность и у самой пожарной команды, у окна, из которого слышалось приятное ворчание валторны, наградил пса вторым куском поменьше, золотников на пять. Эх, чудак. Подманивает меня. Не беспокойтесь! Я и сам никуда не уйду. За вами буду двигаться куда ни прикажете. – Фить-фить-фить! Сюда! В Обухов? Сделайте одолжение. Очень хорошо известен нам этот переулок. Фить-фить! Сюда? С удово… Э, нет, позвольте. Нет. Тут швейцар. А уж хуже этого ничего на свете нет. Во много раз опаснее дворника. Совершенно ненавистная порода. Гаже котов. Живодёр в позументе. – Да не бойся ты, иди.	Собачье сердце		"{""label"":""per""\,""offset"":129\,""length"":5\,""segment"":""Шарик""},{""label"":""pro""\,""offset"":330\,""length"":2\,""segment"":""он""},{""label"":""per_oblique""\,""offset"":660\,""length"":3\,""segment"":""пса""},{""label"":""pro""\,""offset"":731\,""length"":4\,""segment"":""меня""},{""label"":""pro""\,""offset"":754\,""length"":1\,""segment"":""Я""},{""label"":""pro""\,""offset"":758\,""length"":3\,""segment"":""сам""},{""label"":""pro""\,""offset"":1124\,""length"":2\,""segment"":""ты""}"					00024333bf--63fe6945d279267aac2e4e1f	00024333bf--63fec9c6496e1e2c2a4ea6c1	e5f81efb44c1a1d5f2cfd192027a8417	SUBMITTED		
11	https://azbyka.ru/fiction/sobache-serdce-bulgakov/	Филипп Филиппович Преображенский 	Какой-то сволочной, под сибирского деланный кот-бродяга вынырнул из-за водосточной трубы и, несмотря на вьюгу, учуял краковскую. Шарик света не взвидел при мысли, что богатый чудак, подбирающий раненых псов в подворотне, чего доброго и этого вора прихватит с собой, и придётся делиться моссельпромовским изделием. Поэтому на кота он так лязгнул зубами, что тот с шипением, похожим на шипение дырявого шланга, забрался по трубе до второго этажа. – Ф‑р-р‑р… га…у! Вон! Не напасёшься моссельпрома на всякую рвань, шляющуюся по Пречистенке. Господин оценил преданность и у самой пожарной команды, у окна, из которого слышалось приятное ворчание валторны, наградил пса вторым куском поменьше, золотников на пять. Эх, чудак. Подманивает меня. Не беспокойтесь! Я и сам никуда не уйду. За вами буду двигаться куда ни прикажете. – Фить-фить-фить! Сюда! В Обухов? Сделайте одолжение. Очень хорошо известен нам этот переулок. Фить-фить! Сюда? С удово… Э, нет, позвольте. Нет. Тут швейцар. А уж хуже этого ничего на свете нет. Во много раз опаснее дворника. Совершенно ненавистная порода. Гаже котов. Живодёр в позументе. – Да не бойся ты, иди.	Собачье сердце		"{""label"":""per_oblique""\,""offset"":167\,""length"":13\,""segment"":""богатый чудак""},{""label"":""per_oblique""\,""offset"":537\,""length"":8\,""segment"":""Господин""},{""label"":""per_oblique""\,""offset"":712\,""length"":5\,""segment"":""чудак""},{""label"":""pro""\,""offset"":781\,""length"":4\,""segment"":""вами""}"					00024333bf--63fe6946d279267aac2e4e25	00024333bf--63feca12496e1e2c2a4eb066	e5f81efb44c1a1d5f2cfd192027a8417	SUBMITTED		
12	https://azbyka.ru/fiction/sobache-serdce-bulgakov/	Филипп Филиппович Преображенский 	– Здравия желаю, Филипп Филиппович. – Здравствуй, Фёдор. Вот это – личность. Боже мой, на кого же ты нанесла меня, собачья моя доля! Что это за такое лицо, которое может псов с улицы мимо швейцаров вводить в дом жилищного товарищества? Посмотрите, этот подлец – ни звука, ни движения! Правда, в глазах у него пасмурно, но, в общем, он равнодушен под околышем с золотыми галунами. Словно так и полагается. Уважает, господа, до чего уважает! Ну‑с, а я с ним и за ним. Что, тронул? Выкуси. Вот бы тяпнуть за пролетарскую мозолистую ногу. За все издевательства вашего брата. Щёткой сколько раз морду уродовал мне, а? – Иди, иди. Понимаем, понимаем, не извольте беспокоится. Куда вы, туда и мы. Вы только дорожку указывайте, а я уж не отстану, несмотря на отчаянный мой бок. С лестницы вниз: – Писем мне, Фёдор, не было? Снизу на лестницу почтительно: – Никак нет, Филипп Филиппович (интимно вполголоса вдогонку), – а в третью квартиру жилтоварищей вселили. Важный пёсий благотворитель круто обернулся на ступеньке и, перегнувшись через перила, в ужасе спросил: – Ну‑у? Глаза его округлились и усы встали дыбом.	Собачье сердце		"{""label"":""per""\,""offset"":17\,""length"":17\,""segment"":""Филипп Филиппович""},{""label"":""per_oblique""\,""offset"":414\,""length"":7\,""segment"":""господа""},{""label"":""pro""\,""offset"":452\,""length"":3\,""segment"":""ним""},{""label"":""pro""\,""offset"":461\,""length"":3\,""segment"":""ним""},{""label"":""pro""\,""offset"":675\,""length"":2\,""segment"":""вы""},{""label"":""pro""\,""offset"":690\,""length"":2\,""segment"":""Вы""},{""label"":""pro""\,""offset"":795\,""length"":3\,""segment"":""мне""},{""label"":""per""\,""offset"":860\,""length"":17\,""segment"":""Филипп Филиппович""},{""label"":""per_oblique""\,""offset"":960\,""length"":20\,""segment"":""пёсий благотворитель""},{""label"":""pro""\,""offset"":1071\,""length"":3\,""segment"":""его""}"					00024333bf--63fe6946d279267aac2e4e29	00024333bf--63feca44088fb000cb8174de	e5f81efb44c1a1d5f2cfd192027a8417	SUBMITTED		
12	https://azbyka.ru/fiction/sobache-serdce-bulgakov/	Швейцар Федор	– Здравия желаю, Филипп Филиппович. – Здравствуй, Фёдор. Вот это – личность. Боже мой, на кого же ты нанесла меня, собачья моя доля! Что это за такое лицо, которое может псов с улицы мимо швейцаров вводить в дом жилищного товарищества? Посмотрите, этот подлец – ни звука, ни движения! Правда, в глазах у него пасмурно, но, в общем, он равнодушен под околышем с золотыми галунами. Словно так и полагается. Уважает, господа, до чего уважает! Ну‑с, а я с ним и за ним. Что, тронул? Выкуси. Вот бы тяпнуть за пролетарскую мозолистую ногу. За все издевательства вашего брата. Щёткой сколько раз морду уродовал мне, а? – Иди, иди. Понимаем, понимаем, не извольте беспокоится. Куда вы, туда и мы. Вы только дорожку указывайте, а я уж не отстану, несмотря на отчаянный мой бок. С лестницы вниз: – Писем мне, Фёдор, не было? Снизу на лестницу почтительно: – Никак нет, Филипп Филиппович (интимно вполголоса вдогонку), – а в третью квартиру жилтоварищей вселили. Важный пёсий благотворитель круто обернулся на ступеньке и, перегнувшись через перила, в ужасе спросил: – Ну‑у? Глаза его округлились и усы встали дыбом.	Собачье сердце		"{""label"":""per""\,""offset"":50\,""length"":5\,""segment"":""Фёдор""},{""label"":""per_oblique""\,""offset"":253\,""length"":6\,""segment"":""подлец""},{""label"":""pro""\,""offset"":332\,""length"":2\,""segment"":""он""},{""label"":""per""\,""offset"":800\,""length"":5\,""segment"":""Фёдор""}"					00024333bf--63fe6946d279267aac2e4e33	00024333bf--63feca98d38b5c21539daf8d	e5f81efb44c1a1d5f2cfd192027a8417	SUBMITTED		
12	https://azbyka.ru/fiction/sobache-serdce-bulgakov/	Пес Шарик	– Здравия желаю, Филипп Филиппович. – Здравствуй, Фёдор. Вот это – личность. Боже мой, на кого же ты нанесла меня, собачья моя доля! Что это за такое лицо, которое может псов с улицы мимо швейцаров вводить в дом жилищного товарищества? Посмотрите, этот подлец – ни звука, ни движения! Правда, в глазах у него пасмурно, но, в общем, он равнодушен под околышем с золотыми галунами. Словно так и полагается. Уважает, господа, до чего уважает! Ну‑с, а я с ним и за ним. Что, тронул? Выкуси. Вот бы тяпнуть за пролетарскую мозолистую ногу. За все издевательства вашего брата. Щёткой сколько раз морду уродовал мне, а? – Иди, иди. Понимаем, понимаем, не извольте беспокоится. Куда вы, туда и мы. Вы только дорожку указывайте, а я уж не отстану, несмотря на отчаянный мой бок. С лестницы вниз: – Писем мне, Фёдор, не было? Снизу на лестницу почтительно: – Никак нет, Филипп Филиппович (интимно вполголоса вдогонку), – а в третью квартиру жилтоварищей вселили. Важный пёсий благотворитель круто обернулся на ступеньке и, перегнувшись через перила, в ужасе спросил: – Ну‑у? Глаза его округлились и усы встали дыбом.	Собачье сердце		"{""label"":""pro""\,""offset"":109\,""length"":4\,""segment"":""меня""},{""label"":""pro""\,""offset"":123\,""length"":3\,""segment"":""моя""},{""label"":""pro""\,""offset"":448\,""length"":1\,""segment"":""я""},{""label"":""pro""\,""offset"":605\,""length"":3\,""segment"":""мне""},{""label"":""pro""\,""offset"":686\,""length"":2\,""segment"":""мы""},{""label"":""pro""\,""offset"":722\,""length"":1\,""segment"":""я""},{""label"":""pro""\,""offset"":761\,""length"":3\,""segment"":""мой""}"					00024333bf--63fe6946d279267aac2e4e38	00024333bf--63fecad0191e5c50305989b7	e5f81efb44c1a1d5f2cfd192027a8417	SUBMITTED		
13	https://azbyka.ru/fiction/sobache-serdce-bulgakov/	Швейцар Федор	Швейцар снизу задрал голову, приладил ладошку к губам и подтвердил: – Точно так, целых четыре штуки. – Боже мой! Воображаю, что теперь будет в квартире. Ну и что ж они? – Да ничего‑с. – А Фёдор Павлович? – За ширмами поехали и за кирпичом. Перегородки будут ставить. – Чёрт знает, что такое! – Во все квартиры, Филипп Филиппович, будут вселять, кроме вашей. Сейчас собрание было, выбрали новое товарищество, а прежних – в шею. – Что делается. Ай-яй-яй… Фить-фить. Иду‑с, поспеваю. Бок, изволите ли видеть, даёт себя знать. Разрешите лизнуть сапожок. Галун швейцара скрылся внизу. На мраморной площадке повеяло теплом от труб, ещё раз повернули и вот – бельэтаж.	Собачье сердце		"{""label"":""per_oblique""\,""offset"":0\,""length"":7\,""segment"":""Швейцар""},{""label"":""per_oblique""\,""offset"":556\,""length"":8\,""segment"":""швейцара""}"					00024333bf--63fe6947d279267aac2e4e3f	00024333bf--63fecb003c26165e72e88fb5	e5f81efb44c1a1d5f2cfd192027a8417	SUBMITTED		
13	https://azbyka.ru/fiction/sobache-serdce-bulgakov/	Филипп Филиппович Преображенский 	Швейцар снизу задрал голову, приладил ладошку к губам и подтвердил: – Точно так, целых четыре штуки. – Боже мой! Воображаю, что теперь будет в квартире. Ну и что ж они? – Да ничего‑с. – А Фёдор Павлович? – За ширмами поехали и за кирпичом. Перегородки будут ставить. – Чёрт знает, что такое! – Во все квартиры, Филипп Филиппович, будут вселять, кроме вашей. Сейчас собрание было, выбрали новое товарищество, а прежних – в шею. – Что делается. Ай-яй-яй… Фить-фить. Иду‑с, поспеваю. Бок, изволите ли видеть, даёт себя знать. Разрешите лизнуть сапожок. Галун швейцара скрылся внизу. На мраморной площадке повеяло теплом от труб, ещё раз повернули и вот – бельэтаж.	Собачье сердце		"{""label"":""per""\,""offset"":311\,""length"":17\,""segment"":""Филипп Филиппович""},{""label"":""pro""\,""offset"":351\,""length"":5\,""segment"":""вашей""}"					00024333bf--63fe6947d279267aac2e4e45	00024333bf--63fecb57d879095ee51e4183	e5f81efb44c1a1d5f2cfd192027a8417	SUBMITTED		
1	https://ilibrary.ru/text/439/p.1/index.html	Катерина Львовна Измайлова	Глава 1 Иной раз в наших местах задаются такие характеры, что, как бы много лет ни прошло со встречи с ними, о некоторых из них никогда не вспомнишь без душевного трепета. К числу таких характеров принадлежит купеческая жена Катерина Львовна Измайлова, разыгравшая некогда страшную драму, после которой наши дворяне, с чьего-то легкого слова, стали звать ее леди Макбет Мценского уезда.	Леди Макбет Мценского уезда		"{""label"":""per_oblique""\,""offset"":209\,""length"":15\,""segment"":""купеческая жена""},{""label"":""per""\,""offset"":225\,""length"":26\,""segment"":""Катерина Львовна Измайлова""},{""label"":""pro""\,""offset"":355\,""length"":2\,""segment"":""ее""},{""label"":""per""\,""offset"":358\,""length"":27\,""segment"":""леди Макбет Мценского уезда""}"					00024333bf--63fe696085d504388baee4b9	00024333bf--63fecbd1191e5c5030599de1	e5f81efb44c1a1d5f2cfd192027a8417	SUBMITTED		
2	https://ilibrary.ru/text/439/p.1/index.html	Катерина Львовна Измайлова	Катерина Львовна не родилась красавицей, но была по наружности женщина очень приятная. Ей от роду шел всего двадцать четвертый год; росту она была невысокого, но стройная, шея точно из мрамора выточенная, плечи круглые, грудь крепкая, носик прямой, тоненький, глаза черные, живые, белый высокий лоб и черные, аж досиня черные волосы. Выдали ее замуж за нашего купца Измайлова с Тускари из Курской губернии, не по любви или какому влечению, а так, потому что Измайлов к ней присватался, а она была девушка бедная, и перебирать женихами ей не приходилось. Дом Измайловых в нашем городе был не последний: торговали они крупчаткою, держали в уезде большую мельницу в аренде, имели доходный сад под городом и в городе дом хороший. Вообще купцы были зажиточные. Семья у них к тому же была совсем небольшая: свекор Борис Тимофеич Измайлов, человек уж лет под восемьдесят, давно вдовый; сын его Зиновий Борисыч, муж Катерины Львовны, человек тоже лет пятидесяти с лишком, да сама Катерина Львовна, и только всего. Детей у Катерины Львовны, пятый год, как она вышла за Зиновия Борисыча, не было. У Зиновия Борисыча не было детей и от первой жены, с которою он прожил лет двадцать, прежде чем овдовел и женился на Катерине Львовне. Думал он и надеялся, что даст ему бог хоть от второго брака наследника купеческому имени и капиталу; но опять ему в этом и с Катериной Львовной не посчастливилось.	Леди Макбет Мценского уезда		"{""label"":""per""\,""offset"":0\,""length"":16\,""segment"":""Катерина Львовна""},{""label"":""per_oblique""\,""offset"":63\,""length"":22\,""segment"":""женщина очень приятная""},{""label"":""pro""\,""offset"":87\,""length"":2\,""segment"":""Ей""},{""label"":""pro""\,""offset"":138\,""length"":3\,""segment"":""она""},{""label"":""per_oblique""\,""offset"":142\,""length"":190\,""segment"":""была невысокого\, но стройная\, шея точно из мрамора выточенная\, плечи круглые\, грудь крепкая\, носик прямой\, тоненький\, глаза черные\, живые\, белый высокий лоб и черные\, аж досиня черные волосы""},{""label"":""pro""\,""offset"":341\,""length"":2\,""segment"":""ее""},{""label"":""pro""\,""offset"":469\,""length"":3\,""segment"":""ней""},{""label"":""pro""\,""offset"":488\,""length"":3\,""segment"":""она""},{""label"":""pro""\,""offset"":535\,""length"":2\,""segment"":""ей""},{""label"":""per""\,""offset"":908\,""length"":16\,""segment"":""Катерины Львовны""},{""label"":""per""\,""offset"":972\,""length"":16\,""segment"":""Катерина Львовна""},{""label"":""per""\,""offset"":1014\,""length"":16\,""segment"":""Катерины Львовны""},{""label"":""pro""\,""offset"":1047\,""length"":3\,""segment"":""она""},{""label"":""per""\,""offset"":1204\,""length"":16\,""segment"":""Катерине Львовне""},{""label"":""per""\,""offset"":1347\,""length"":18\,""segment"":""Катериной Львовной""}"					00024333bf--63fe696085d504388baee4bc	00024333bf--63fecc0f9142cd651992cfb9	e5f81efb44c1a1d5f2cfd192027a8417	SUBMITTED		
2	https://ilibrary.ru/text/439/p.1/index.html	Зиновий Борисович Измайлов, муж Катерины Львовны Измайловой	Катерина Львовна не родилась красавицей, но была по наружности женщина очень приятная. Ей от роду шел всего двадцать четвертый год; росту она была невысокого, но стройная, шея точно из мрамора выточенная, плечи круглые, грудь крепкая, носик прямой, тоненький, глаза черные, живые, белый высокий лоб и черные, аж досиня черные волосы. Выдали ее замуж за нашего купца Измайлова с Тускари из Курской губернии, не по любви или какому влечению, а так, потому что Измайлов к ней присватался, а она была девушка бедная, и перебирать женихами ей не приходилось. Дом Измайловых в нашем городе был не последний: торговали они крупчаткою, держали в уезде большую мельницу в аренде, имели доходный сад под городом и в городе дом хороший. Вообще купцы были зажиточные. Семья у них к тому же была совсем небольшая: свекор Борис Тимофеич Измайлов, человек уж лет под восемьдесят, давно вдовый; сын его Зиновий Борисыч, муж Катерины Львовны, человек тоже лет пятидесяти с лишком, да сама Катерина Львовна, и только всего. Детей у Катерины Львовны, пятый год, как она вышла за Зиновия Борисыча, не было. У Зиновия Борисыча не было детей и от первой жены, с которою он прожил лет двадцать, прежде чем овдовел и женился на Катерине Львовне. Думал он и надеялся, что даст ему бог хоть от второго брака наследника купеческому имени и капиталу; но опять ему в этом и с Катериной Львовной не посчастливилось.	Леди Макбет Мценского уезда		"{""label"":""per""\,""offset"":360\,""length"":15\,""segment"":""купца Измайлова""},{""label"":""per""\,""offset"":458\,""length"":8\,""segment"":""Измайлов""},{""label"":""per_oblique""\,""offset"":879\,""length"":7\,""segment"":""сын его""},{""label"":""per""\,""offset"":887\,""length"":15\,""segment"":""Зиновий Борисыч""},{""label"":""per_oblique""\,""offset"":904\,""length"":20\,""segment"":""муж Катерины Львовны""},{""label"":""pro""\,""offset"":926\,""length"":36\,""segment"":""человек тоже лет пятидесяти с лишком""},{""label"":""per""\,""offset"":1060\,""length"":16\,""segment"":""Зиновия Борисыча""},{""label"":""per""\,""offset"":1089\,""length"":16\,""segment"":""Зиновия Борисыча""},{""label"":""pro""\,""offset"":1148\,""length"":2\,""segment"":""он""},{""label"":""pro""\,""offset"":1228\,""length"":2\,""segment"":""он""},{""label"":""pro""\,""offset"":1332\,""length"":3\,""segment"":""ему""}"					00024333bf--63fe696185d504388baee4bf	00024333bf--63fecc887226e824cb0ab02e	e5f81efb44c1a1d5f2cfd192027a8417	SUBMITTED		
2	https://ilibrary.ru/text/439/p.1/index.html	Борис Тимофеич Измайлов, свекор Катерины Львовны Измайловой	Катерина Львовна не родилась красавицей, но была по наружности женщина очень приятная. Ей от роду шел всего двадцать четвертый год; росту она была невысокого, но стройная, шея точно из мрамора выточенная, плечи круглые, грудь крепкая, носик прямой, тоненький, глаза черные, живые, белый высокий лоб и черные, аж досиня черные волосы. Выдали ее замуж за нашего купца Измайлова с Тускари из Курской губернии, не по любви или какому влечению, а так, потому что Измайлов к ней присватался, а она была девушка бедная, и перебирать женихами ей не приходилось. Дом Измайловых в нашем городе был не последний: торговали они крупчаткою, держали в уезде большую мельницу в аренде, имели доходный сад под городом и в городе дом хороший. Вообще купцы были зажиточные. Семья у них к тому же была совсем небольшая: свекор Борис Тимофеич Измайлов, человек уж лет под восемьдесят, давно вдовый; сын его Зиновий Борисыч, муж Катерины Львовны, человек тоже лет пятидесяти с лишком, да сама Катерина Львовна, и только всего. Детей у Катерины Львовны, пятый год, как она вышла за Зиновия Борисыча, не было. У Зиновия Борисыча не было детей и от первой жены, с которою он прожил лет двадцать, прежде чем овдовел и женился на Катерине Львовне. Думал он и надеялся, что даст ему бог хоть от второго брака наследника купеческому имени и капиталу; но опять ему в этом и с Катериной Львовной не посчастливилось.	Леди Макбет Мценского уезда		"{""label"":""per_oblique""\,""offset"":801\,""length"":6\,""segment"":""свекор""},{""label"":""per""\,""offset"":808\,""length"":23\,""segment"":""Борис Тимофеич Измайлов""},{""label"":""per_oblique""\,""offset"":833\,""length"":30\,""segment"":""человек уж лет под восемьдесят""}"					00024333bf--63fe696185d504388baee4c1	00024333bf--63fecd09088fb000cb81a6d4	e5f81efb44c1a1d5f2cfd192027a8417	SUBMITTED		
3	https://ilibrary.ru/text/439/p.1/index.html	Зиновий Борисович Измайлов, муж Катерины Львовны Измайловой	Бездетность эта очень много огорчала Зиновия Борисыча, и не то что одного Зиновия Борисыча, а и старика Бориса Тимофеича, да даже и самоё Катерину Львовну это очень печалило. Раз, что скука непомерная в запертом купеческом терему с высоким забором и спущенными цепными собаками не раз наводила на молодую купчиху тоску, доходящую до одури, и она рада бы, бог весть как рада бы она была понянчиться с деточкой; а другое — и попреки ей надоели: «Чего шла да зачем шла замуж; зачем завязала человеку судьбу, неродица», словно и в самом деле она преступление какое сделала и перед мужем, и перед свекром, и перед всем их честным родом купеческим.	Леди Макбет Мценского уезда		"{""label"":""per""\,""offset"":37\,""length"":16\,""segment"":""Зиновия Борисыча""},{""label"":""per""\,""offset"":74\,""length"":16\,""segment"":""Зиновия Борисыча""},{""label"":""per_oblique""\,""offset"":577\,""length"":5\,""segment"":""мужем""}"					00024333bf--63fe696185d504388baee4c4	00024333bf--63fecd2b496e1e2c2a4f0f1c	e5f81efb44c1a1d5f2cfd192027a8417	SUBMITTED		
3	https://ilibrary.ru/text/439/p.1/index.html	Борис Тимофеич Измайлов, свекор Катерины Львовны Измайловой	Бездетность эта очень много огорчала Зиновия Борисыча, и не то что одного Зиновия Борисыча, а и старика Бориса Тимофеича, да даже и самоё Катерину Львовну это очень печалило. Раз, что скука непомерная в запертом купеческом терему с высоким забором и спущенными цепными собаками не раз наводила на молодую купчиху тоску, доходящую до одури, и она рада бы, бог весть как рада бы она была понянчиться с деточкой; а другое — и попреки ей надоели: «Чего шла да зачем шла замуж; зачем завязала человеку судьбу, неродица», словно и в самом деле она преступление какое сделала и перед мужем, и перед свекром, и перед всем их честным родом купеческим.	Леди Макбет Мценского уезда		"{""label"":""per_oblique""\,""offset"":96\,""length"":7\,""segment"":""старика""},{""label"":""per""\,""offset"":104\,""length"":16\,""segment"":""Бориса Тимофеича""},{""label"":""per_oblique""\,""offset"":592\,""length"":7\,""segment"":""свекром""}"					00024333bf--63fe696285d504388baee4c8	00024333bf--63fecd57d38b5c21539de97e	e5f81efb44c1a1d5f2cfd192027a8417	SUBMITTED		
3	https://ilibrary.ru/text/439/p.1/index.html	Катерина Львовна Измайлова	Бездетность эта очень много огорчала Зиновия Борисыча, и не то что одного Зиновия Борисыча, а и старика Бориса Тимофеича, да даже и самоё Катерину Львовну это очень печалило. Раз, что скука непомерная в запертом купеческом терему с высоким забором и спущенными цепными собаками не раз наводила на молодую купчиху тоску, доходящую до одури, и она рада бы, бог весть как рада бы она была понянчиться с деточкой; а другое — и попреки ей надоели: «Чего шла да зачем шла замуж; зачем завязала человеку судьбу, неродица», словно и в самом деле она преступление какое сделала и перед мужем, и перед свекром, и перед всем их честным родом купеческим.	Леди Макбет Мценского уезда		"{""label"":""per""\,""offset"":138\,""length"":16\,""segment"":""Катерину Львовну""},{""label"":""per_oblique""\,""offset"":297\,""length"":15\,""segment"":""молодую купчиху""},{""label"":""pro""\,""offset"":342\,""length"":3\,""segment"":""она""},{""label"":""pro""\,""offset"":377\,""length"":3\,""segment"":""она""},{""label"":""pro""\,""offset"":431\,""length"":2\,""segment"":""ей""},{""label"":""per_oblique""\,""offset"":505\,""length"":8\,""segment"":""неродица""},{""label"":""pro""\,""offset"":538\,""length"":3\,""segment"":""она""}"					00024333bf--63fe696285d504388baee4cd	00024333bf--63fecd97c1d23069d1b80209	e5f81efb44c1a1d5f2cfd192027a8417	SUBMITTED		
4	https://ilibrary.ru/text/439/p.1/index.html	Катерина Львовна Измайлова	При всем довольстве и добре житье Катерины Львовны в свекровом доме было самое скучное. В гости она езжала мало, да и то если и поедет она с мужем по своему купечеству, так тоже не на радость. Народ все строгий: наблюдают, как она сядет, да как пройдет, как встанет; а у Катерины Львовны характер был пылкий, и, живя девушкой в бедности, она привыкла к простоте и свободе: пробежать бы с ведрами на реку да покупаться бы в рубашке под пристанью или обсыпать через калитку прохожего молодца подсолнечною лузгою; а тут все иначе. Встанут свекор с мужем ранехонько, напьются в шесть часов утра чаю, да и по своим делам, а она одна слоняет слоны из комнаты в комнату. Везде чисто, везде тихо и пусто, лампады сияют перед образами, а нигде по дому ни звука живого, ни голоса человеческого.	Леди Макбет Мценского уезда		"{""label"":""per""\,""offset"":34\,""length"":16\,""segment"":""Катерины Львовны""},{""label"":""pro""\,""offset"":96\,""length"":3\,""segment"":""она""},{""label"":""pro""\,""offset"":135\,""length"":3\,""segment"":""она""},{""label"":""pro""\,""offset"":227\,""length"":3\,""segment"":""она""},{""label"":""per""\,""offset"":271\,""length"":16\,""segment"":""Катерины Львовны""},{""label"":""pro""\,""offset"":338\,""length"":3\,""segment"":""она""},{""label"":""pro""\,""offset"":619\,""length"":3\,""segment"":""она""}"					00024333bf--63fe696285d504388baee4cf	00024333bf--63fecdbd7e29ad6399988dec	e5f81efb44c1a1d5f2cfd192027a8417	SUBMITTED		
4	https://ilibrary.ru/text/439/p.1/index.html	Борис Тимофеич Измайлов, свекор Катерины Львовны Измайловой	При всем довольстве и добре житье Катерины Львовны в свекровом доме было самое скучное. В гости она езжала мало, да и то если и поедет она с мужем по своему купечеству, так тоже не на радость. Народ все строгий: наблюдают, как она сядет, да как пройдет, как встанет; а у Катерины Львовны характер был пылкий, и, живя девушкой в бедности, она привыкла к простоте и свободе: пробежать бы с ведрами на реку да покупаться бы в рубашке под пристанью или обсыпать через калитку прохожего молодца подсолнечною лузгою; а тут все иначе. Встанут свекор с мужем ранехонько, напьются в шесть часов утра чаю, да и по своим делам, а она одна слоняет слоны из комнаты в комнату. Везде чисто, везде тихо и пусто, лампады сияют перед образами, а нигде по дому ни звука живого, ни голоса человеческого.	Леди Макбет Мценского уезда		"{""label"":""per_oblique""\,""offset"":536\,""length"":6\,""segment"":""свекор""}"					00024333bf--63fe696285d504388baee4d1	00024333bf--63fecde6f6b08649eabd0fd0	e5f81efb44c1a1d5f2cfd192027a8417	SUBMITTED		
4	https://ilibrary.ru/text/439/p.1/index.html	Зиновий Борисович Измайлов, муж Катерины Львовны Измайловой	При всем довольстве и добре житье Катерины Львовны в свекровом доме было самое скучное. В гости она езжала мало, да и то если и поедет она с мужем по своему купечеству, так тоже не на радость. Народ все строгий: наблюдают, как она сядет, да как пройдет, как встанет; а у Катерины Львовны характер был пылкий, и, живя девушкой в бедности, она привыкла к простоте и свободе: пробежать бы с ведрами на реку да покупаться бы в рубашке под пристанью или обсыпать через калитку прохожего молодца подсолнечною лузгою; а тут все иначе. Встанут свекор с мужем ранехонько, напьются в шесть часов утра чаю, да и по своим делам, а она одна слоняет слоны из комнаты в комнату. Везде чисто, везде тихо и пусто, лампады сияют перед образами, а нигде по дому ни звука живого, ни голоса человеческого.	Леди Макбет Мценского уезда		"{""label"":""per_oblique""\,""offset"":141\,""length"":5\,""segment"":""мужем""},{""label"":""per_oblique""\,""offset"":545\,""length"":5\,""segment"":""мужем""}"					00024333bf--63fe696385d504388baee4d6	00024333bf--63fece11cba1195482c32cf4	e5f81efb44c1a1d5f2cfd192027a8417	SUBMITTED		
5	https://ilibrary.ru/text/439/p.1/index.html	Катерина Львовна Измайлова	Походит, походит Катерина Львовна по пустым комнатам, начнет зевать со скуки и полезет по лесенке в свою супружескую опочивальню, устроенную на высоком небольшом мезонинчике. Тут тоже посидит, поглазеет, как у амбаров пеньку вешают или крупчатку ссыпают, — опять ей зевнется, она и рада: прикорнет часок-другой, а проснется — опять та же скука русская, скука купеческого дома, от которой весело, говорят, даже удавиться. Читать Катерина Львовна была не охотница, да и книг к тому ж, окромя киевского патерика, в доме их не было. Скучною жизнью жилось Катерине Львовне в богатом свекровом доме в течение целых пяти лет ее жизни за неласковым мужем; но никто, как водится, не обращал на эту скуку ее ни малейшего внимания.	Леди Макбет Мценского уезда		"{""label"":""per""\,""offset"":17\,""length"":16\,""segment"":""Катерина Львовна""},{""label"":""pro""\,""offset"":263\,""length"":2\,""segment"":""ей""},{""label"":""pro""\,""offset"":276\,""length"":3\,""segment"":""она""},{""label"":""per""\,""offset"":428\,""length"":16\,""segment"":""Катерина Львовна""},{""label"":""per""\,""offset"":551\,""length"":16\,""segment"":""Катерине Львовне""},{""label"":""pro""\,""offset"":618\,""length"":2\,""segment"":""ее""},{""label"":""pro""\,""offset"":695\,""length"":2\,""segment"":""ее""}"					00024333bf--63fe696385d504388baee4dd	00024333bf--63fece5f7226e824cb0ad54b	e5f81efb44c1a1d5f2cfd192027a8417	SUBMITTED		
